keyword,count
recurrent neural network,2
convolutional neural network,2
딥러닝,2
이미지 캡션,1
딥하이퍼넷,1
Recurrent neural networks,1
Convolutional neural networks,1
Deep learning,1
오류역전파 알고리즘,1
순환신경망,1
합성곱신경망,1
deep learning,1
deep hypernetwork,1
multimodal concept learning,1
affinity analysis,1
social network analysis,1
멀티모달 개념 학습,1
이미지 캡션 생성,1
친밀도 분석,1
소셜 네트워크 분석,1
part-of-speech tagging based class LM,1
class LM,1
word embedding,1
RNN LM,1
품사부착 기반 언어모델,1
클래스 언어모델,1
워드 임베딩,1
image caption generation,1
image caption,1
Error backpropagation algorithm,1
