keyword,count
Convolutional Neural Network,3
CNN,2
Deep Learning,2
deep learning,2
Object Detection,1
Emotional Labor,1
detector,1
multiuser MIMO,1
convolutional neural network (CNN),1
artificial neural network,1
딥러닝,1
Stress,1
Markov Random Field,1
Moving Shadow Detection,1
글로벌 인재 역량,1
선택 프로그램,1
수월성,1
Surveillance System,1
membership categorization devices,1
Facial Expression Recognition,1
non-professional interpreter,1
compliment,1
self-praise avoidance,1
referent shift,1
assessment,1
Intelligent Transport System,1
Event detection,1
Velocity Estimation,1
Object Awareness,1
딥러닝(Deep learning),1
균열 탐지(Crack Detection),1
인공신경망(Artificial neural network),1
객체인식(Object detection),1
temporal variables,1
live coverage,1
media interpreting,1
CAPTCHA,1
VGG-16,1
VGG-19,1
ResNet,1
DenseNet,1
Retinal OCT,1
Random forest,1
speed-limit sign recognition,1
feature extraction,1
ADAS,1
machine vision,1
convolution neural network,1
vehicle detection,1
Breaking CAPTCHA,1
망막 OCT,1
SVM,1
HSV color space,1
Voice activity detection,1
MFCC,1
MobileNet,1
Deep learning,1
Non-face-to-face,1
Voice recognition,1
Image recognition,1
Emotion recognition,1
Intension Analysis,1
simultaneous interpretation,1
반 자동화 라벨링(Semi-automated labeling),1
