keyword,count
ResNet,27
딥러닝,21
Deep learning,20
Deep Learning,20
CNN,17
ResNet50,13
deep learning,9
Classification,8
.,6
이미지 분류,5
Image Classification,5
Transfer Learning,5
Machine learning,4
Xception,4
Data Augmentation,4
Artificial intelligence,4
합성곱 신경망,4
데이터 증강,4
Resnet50,4
Vision Transformer,3
CCTV,3
ResNet34,3
Swin Transformer,3
Transfer learning,3
Object Detection,3
Semantic Segmentation,3
Image classification,3
deep neural network,3
VGG16,3
1D-CNN,3
X-ray,3
인공지능,3
InceptionV3,3
Machine Learning,3
전이 학습,3
머신러닝,3
VGG19,2
의미론적 영상 분할,2
UAV,2
Convolution Neural Network,2
Convolutional neural network,2
기계학습,2
CADx,2
Resnet,2
딥러닝 모델,2
CRNN,2
Chest X-ray,2
Convolutional Neural Network,2
MobileNet,2
ImageNet,2
전이학습,2
Quality control,2
컴퓨터 비전,2
Computer Vision,2
deep  learning,2
Googlenet,2
Vgg16,2
ResNet-50,2
RGB,2
Object detection,2
Fine-tuning,2
Data augmentation,2
AI,2
XGBoost,2
Stroke,2
Image processing,2
AlexNet,2
data augmentation,2
parallel model,2
Image Deep Learning,2
FarmMap,2
FPGA,2
Pneumonia detection,2
high-level synthesis,2
convolutional neural network,2
Correlation Filter,1
Contrastive Learning,1
랜섬웨어,1
BYOL,1
데이터보호,1
Image classificationActivation functionDeep neural networkAccuracyTime complexity,1
비파일시스템,1
Object Tracking,1
Generalization,1
Random Erasing,1
X-ray Image,1
뇌졸중 진단,1
다수 안면 동시 인식,1
Class Activation Map,1
Malignant Tumor,1
Lung cancer,1
Cancer Diagnosis,1
항공영상,1
Lips Feature Extraction,1
팜맵,1
농경지,1
Aviation Image,1
Convolution Neural Networks,1
Agricultural Land,1
입술 특징추출,1
데이터 재사용,1
Self-supervised Learning,1
Video Action anomaly detection,1
Flooded Road,1
Intermediate Feature,1
Allium seed coat deep learning image recognition seed coat sculpture,1
Automated pavement monitoring system,1
U-net,1
Artificial Intelligence,1
Pavement patch detection,1
PC-DARTS,1
동물 분류,1
Facial Expression Recognition,1
Neural Architecture Search,1
CNN acceleration,1
data visualization,1
chart classification,1
Convergence speed,1
