keyword,count
딥러닝,60
Deep Learning,51
deep learning,36
딥 러닝,28
Deep learning,16
인공지능,14
LSTM,11
Convolutional Neural Network,11
CNN,8
기계학습,7
빅데이터,6
machine learning,6
RNN,6
Artificial Intelligence,6
Machine Learning,5
convolutional neural network,5
딥러닝(Deep learning),5
인공신경망,5
IoT,4
Deep learning(딥러닝),4
Artificial neural network,4
Caffe,4
Deep Learning(딥러닝),4
pointer networks,4
Artificial intelligence,4
자연어 처리,4
알고리즘,4
Algorithm,4
포인터 네트워크,4
VAE,3
O2O,3
합성곱 신경망,3
DNN,3
AI,3
순환신경망,3
Big Data,3
Natural Language Processing,3
검출,3
Classification,3
Detection,3
상호참조해결,3
Image-Based,3
coreference resolution,3
컨볼루션 신경망,3
영상기반,3
융합기술,2
recurrent neural network,2
Text Mining,2
시설물,2
MMOGs,2
문서 분류,2
지진피해,2
4차 산업혁명,2
recurrent neural networks,2
Face Recognition,2
지진가속도,2
Sparse Autoencoder,2
객체 인식,2
Biometrics,2
사물인터넷,2
artificial intelligence,2
챗봇,2
natural language processing,2
드론,2
텐서플로우,2
딥러닝(Deep Learning),2
인공 지능,2
TensorFlow,2
공정변수 최적화(Parameter optimization),2
비등각 온도제어 블로우성형 공정(Non-conformal temperature control blow molding),2
딥러닝(Deep nueral network),2
유전 알고리즘(Genetic algorithm),2
머신러닝,2
Internet of Things,2
deep learning(딥러닝),2
Infrastructure,2
Object Detection,2
Artificial Neural Network,2
Convolution Neural Network,2
AdaBoostClassifier,2
SIFT,2
Image Processing,2
Object tracking,2
분류,2
인공지능(AI),2
영상계측,2
보행자 추적,2
산사태,2
Convolutional Neural Networks,2
Sentiment Analysis,2
저전력,2
GPU,2
CAPTCHA,2
Denoising,2
야간강우,2
비접촉식,2
Earthquake Damage,2
4차산업혁명,2
SOFTMAX,2
Security,2
technical analysis,2
Ground acceleration,2
deep neural network,2
deep-learning,2
EEG,2
T-Commerce,2
Shopping Mall,2
Long Short-Term Memory,2
Word2Vec,2
오피니언 마이닝,1
Word Embedding,1
Opinion Mining,1
차량 번호판 인식,1
워드 임베딩,1
ADAS(운전자보조시스템),1
감성분석,1
Deep Learning (딥러닝),1
KOMPSAT (다목적실용위성),1
Cut-in(끼어들기),1
Artificial Intelligence (인공지능),1
임베디드시스템,1
Super-resolution (초고해상화),1
데이터 분석적 사고력,1
Convergence technique,1
Image Recognition,1
컴퓨터산출물,1
인공지능 저작자,1
Artifical Intelligence,1
Artifical Intelligence Works,1
computer-generated Works,1
Artifical Intelligence Author,1
