keyword,count
GAN,5
적대적 생성 신경망,4
Generative Adversarial Network,2
Tabular Data Learning,1
art ex machina,1
meta-image,1
bio-cybernetic reproduction,1
트레이딩 시스템,1
머신러닝,1
기하브라운 운동,1
Trading System,1
Machine Leaning,1
Geometric Brownian Motion,1
Color filter array,1
메타이미지,1
Clustering sampling,1
mutual information,1
Gower coefficients,1
Reinforced Generator,1
표 형식의 데이터 학습,1
클러스터링 샘플링,1
상호 정보,1
가워 계수,1
강화형 생성자,1
메모리 효율성,1
메타모델,1
바이오사이버네틱 복제,1
지하공동구,1
아트엑스마키나,1
scCycleGAN,1
GAN(적대적 생성 신경망),1
Optimization(최적화),1
Airfoil(익형),1
VTOL aircraft(수직이착륙기),1
Mars Exploration(화성 탐사),1
기계학습,1
구조제약형 주기일관성적대적생성신경망,1
자기공명영상,1
전산화단층촬영,1
Machine learning,1
Magnetic Resonance Imaging,1
지속학습,1
Computed Tomography,1
GRU,1
attention,1
CNN,1
fire data generation,1
underground utility tunnel,1
게이트 순환 유닛,1
합성곱 신경망,1
어텐션 매커니즘,1
화재 데이터 생성,1
파라미터 생성 기반 지속학습,1
generative adversarial network,1
memory efficiency,1
클래스 불균형,1
Autonomous Weapon Systems,1
적대적 패턴,1
객체 탐지 회피,1
객체인식 및 탐지,1
자율무기체계,1
Classification model,1
Class imbalance,1
Generative adversarial networks,1
Deep learning,1
분류모델,1
딥러닝,1
bayer pattern,1
자율주행,1
생성형 모델,1
객체 탐지,1
도메인 적응,1
열화상 카메라,1
conditional generative adversarial network (조건부 적대적 생성 신경망),1
artificial intelligence (인공지능),1
surface morphology (표면 형상),1
Directed energy deposition (직접 에너지 적층),1
raw image mapping,1
Object Recognition and Detection,1
Object Detection Evasion,1
Adversarial Patterns,1
Generative Adversarial Networks,1
meta-model,1
continual learning with parameter generation,1
continual learning,1
포스트 포토그래피,1
기술 이미지,1
적대적생성신경망,1
생성 인공지능,1
인공지능,1
Post-photography,1
Technical image,1
Generative Artificial Intelligence,1
Artificial Intelligence,1
Transfer learning,1
Controllable generation,1
Training stability,1
Generative adversarial network,1
생성형 대립 신경망,1
AI 활용,1
국제경영,1
AI Utilization,1
International Management,1
CNN(합성곱 신경망),1
