keyword,count
CNN,128
Deep Learning,68
딥러닝,66
Deep learning,51
합성곱 신경망,36
Convolutional neural network,26
deep learning,26
LSTM,21
인공지능,18
Convolutional Neural Network,16
Classification,14
.,13
Machine Learning,12
Object Detection,11
Mask R-CNN,11
convolutional neural network,10
데이터 증강,10
CNN-LSTM,9
GRU,9
Artificial Intelligence,9
머신러닝,9
Object detection,8
Computer Vision,8
이미지 분류,8
Machine learning,8
Data Augmentation,8
Image Classification,8
YOLO,8
Artificial intelligence,8
RNN,7
Convolution Neural Network,7
AI,7
Convolutional Neural Networks,6
컴퓨터 비전,6
합성곱신경망,6
Data augmentation,6
ResNet,6
Transfer learning,5
Image classification,5
CCTV,5
Transfer Learning,5
Faster R-CNN,5
R-CNN,5
Image processing,5
Attention Mechanism,4
Image Processing,4
딥 러닝,4
transfer learning,4
전이학습,4
ECG,4
fault diagnosis,4
machine learning,4
artificial intelligence,4
순환 신경망,4
CNN model,4
심층학습,4
Convolutional Neural Network (CNN),4
Prediction,4
컨볼루션 신경망,4
GAN,4
SVM,4
Deep Neural Network,3
Accuracy,3
deep neural network,3
분류,3
MobileNet,3
Ensemble model,3
1D-CNN,3
DNN,3
ResNet50,3
시계열 데이터,3
data augmentation,3
Computer vision,3
PM2.5,3
IoT,3
Reinforcement Learning,3
OCR,3
Self-attention,3
Human activity recognition,3
Neural network,3
Big Data,3
time series,3
Fast R-CNN,3
빅데이터 분석,3
FFT,3
transformer,3
convolutional neural networks,3
Convolutional neural network (CNN),3
장단기 메모리,3
BiLSTM,3
Traffic Classification,3
전이 학습,3
XAI,3
심전도,3
Convolution neural network,2
Multi-scale dilation convolution,2
Deep learning algorithm,2
electroencephalography,2
5G,2
감정 인식,2
multiclass classification,2
Black ice detection,2
Autoencoder,2
합성곱,2
YOLOv5,2
Object Tracking,2
VGG19,2
SfM,2
Fake News,2
Doc2vec,2
Lithium-Ion Battery,2
Feature fusion,2
이미지 처리,2
합성 곱 신경망,2
시계열,2
TCN,2
트랜스포머,2
C-LSTM,2
Grad-CAM,2
Tubelet embedding,2
웨이블릿 변환,2
