keyword,count
딥러닝,15
순환신경망,13
LSTM,11
순환 신경망,8
deep learning,7
RNN,7
Recurrent Neural Network,7
recurrent neural network,5
Deep learning,5
GRU,5
인공지능,5
Recurrent neural network,5
인공신경망,4
Deep Learning,4
합성곱 신경망,3
머신러닝,3
machine learning,3
Machine Learning,3
기계학습,3
Recurrent neural network(순환신경망),3
수요예측,2
AI,2
Deep learning(심층학습),2
LASSO,2
Time series forecasting(시계열 예측),2
SST,2
RNN(순환신경망),2
양방향 RNN,2
Artificial Neural Network,2
W2,2
.,2
Elastic-Net,2
Gated recurrent unit,2
시계열 데이터,2
Marine accident,2
Recurrent Neural Networks,2
CycleGAN,2
CNN,2
선박교통,2
해양사고,2
자세 (Orientation),2
Load prediction(부하예측),2
Artificial Intelligence,2
게이트 순환 유닛,2
순환신경망 (Recurrent neural network),2
Transformer(트랜스포머),2
공공자전거,2
BRITS,2
LSTM(장단기 메모리),2
Long Short-Term Memory,2
관성자기측정장치 (IMMU),2
방향코사인행렬 (Direction cosine matrix),2
Small leak quantifying(소량 누설 정량화),1
recurrent nueral networks,1
Maritime observation buoy,1
Maritime distress accident,1
Deep learning(딥러닝),1
Nuclear power plant(원자력 발전소),1
automatic song composition,1
Artificial intelligent(인공지능),1
sentence generation,1
Machine learning,1
영농형 태양광 발전,1
Prediction of drowning person’s route,1
Bidirectional RNN,1
시각 오프셋,1
GNSS 정밀시각비교,1
스마트팜,1
농업 디지털 데이터,1
smart farm,1
agricultural digital data,1
sequence data,1
Academic Dictionary,1
English Editing,1
Automatic Post Editing,1
학술용어사전,1
Surface layer current,1
영문교정,1
자동사후교정,1
lstm(long short-term memory),1
Depthwise separable convolution,1
ECG,1
Hyperkalemia,1
표층해류,1
익수자 이동경로 예측,1
해양관측부이,1
해상조난사고,1
natural language processing,1
심층학습(Deep learning),1
rnn(recurrent neural network),1
깊은 신경망,1
건설현장,1
지구자기장,1
실내측위,1
공유모빌리티,1
Routine Activity Theory,1
Crime Prevention,1
Digital Sexual Crime,1
일상활동이론,1
범죄예방,1
디지털성범죄,1
어텐션 메커니즘,1
복사물리과정,1
indoor positioning,1
한국형모델,1
Long Short Term Memory,1
Outflow of Dam,1
Convergence,1
댐유량,1
융합,1
Smart mid-story isolation system,1
Reinforcement learning,1
Smart structural control,1
스마트 중간층 면진시스템,1
강화학습,1
순환신경망 모델,1
geomagnetic field,1
mape(mean absolute percentage error),1
Feature Selection,1
missing value,1
real estate price index,1
MAPE(평균절대비오차),1
결측치,1
부동산 매매가격 지수,1
확장된 합성곱 신경망(Dilated convolutional neural network),1
다층 퍼셉트론(Multi layer perceptron),1
순환신경망(Recurrent neural network),1
트랜스포머(Transformer),1
GNSS precise time transfer,1
Neural Network,1
Multi-Modal,1
construction site,1
Sentiment Analysis,1
인공 신경망,1
특성 추출,1
멀티모달,1
감성분석,1
AHP,1
Text mining,1
순환신경망/Vessel Traffic,1
계층화분석,1
텍스트 마이닝,1
recurrent neural network model,1
세계협정시,1
bidirectional RNN,1
Time offset,1
data augmentation(데이터 증대),1
Ridge Regression,1
하이브리드 모델,1
태양광 발전량 예측,1
미세먼지,1
Photovoltaic power forecasting,1
Particulate matter,1
Hybrid model,1
Artificial intelligence,1
image-to-image translation(이미지 변환),1
semantic image segmentation(의미론적 이미지 분할),1
CycleGAN(순환 적대적 생성 신경망),1
road surface detection(도로 노면 인식),1
won/dollar exchange rage,1
Generative adversarial networks(생성적 적대 신경망),1
Recurrent neural networks(순환 신경망),1
Deep learning(심층 학습),1
LSTM 기법,1
Python,1
Reccurent Neural Network,1
ARIMA,1
Colab,1
파이썬,1
코랩,1
음악 정보 추출,1
Large Data,1
Predictive combination,1
음악 작곡,1
이미지 분류,1
Denoising,1
Architectural heritage drawing,1
이미지 합성,1
노이즈 제거,1
건축 문화재 도면,1
Model Serving,1
Image Classification,1
Text Classification,1
Data Type,1
Container,1
모델 배포,1
텍스트 분류,1
능형 회귀,1
데이터 유형,1
컨테이너,1
Virtual sensor(가상 센서),1
Recurrent neural network(순환 신경망),1
Front wheel angle(전륜 조향각),1
Lateral acceleration (횡 가속도),1
Yaw-rate(요 레이트),1
Analytical redundancy(해석적 중복),1
예측 조합,1
원/달러 환율,1
대용량 자료,1
양방향 장단기 기억 순환 신경망,1
Time series data,1
UTC,1
data imputation,1
순차적 모델링,1
생성적 적대 신경망,1
추천 시스템,1
sequence modeling,1
gan,1
cnn,1
rnn,1
recommender system,1
표층수온,1
자료 보간,1
sea surface temperature,1
long-term dependency,1
convolutional neural networks(CNN),1
그린하우스 로봇,1
다수로봇운용,1
수확속도,1
이송로봇,1
수확로봇,1
Smart Farm,1
Soil Texture Classification,1
Irrigation System,1
Digital Argriculture,1
Attention,1
traffic predidction,1
computer vision,1
recurrent neural networks (RNNs),1
MIR(Music Information Retrieval),1
WISDM dataset,1
Bidirectional Long Short-Term Memory Neural Network,1
Composing music,1
겉보기 비저항,1
잡음,1
흔들림 성분,1
무인 항공 전자탐사,1
apparent resistivity,1
noise,1
rotation correction,1
unmanned aircraft EM,1
AI Exercise Recommendation Service,1
Physical Activity,1
generative adversarial network (GANs),1
1D Convolution,1
AI 운동 추천 서비스,1
신체활동,1
WISDM 데이터셋,1
1차원 컨볼루션,1
동영상 내용분석,1
미디어 인공지능,1
적대적 신경망,1
컴퓨터 비전,1
video analytics,1
media AI(media artificial intelligence),1
스마트 구조제어,1
성분분석,1
artificial intelligence,1
사물 인터넷,1
Occupancy forecasting,1
재실자 중심 제어,1
재실 인원 예측,1
disturbed conditions,1
3D orientation estimation,1
inertial measurement unit,1
Malware Family Classification,1
Malware Detection,1
Internet of Things,1
악성코드 패밀리 분류,1
악성코드 탐지,1
수문모형구축,1
Energy Futures,1
GR4H,1
강우-유출,1
Convolutional Recurrent Network(합성곱 순환 신경망),1
Artificial Intelligence(인공지능),1
Active Noise Control(능동소음제어),1
Sihwa lake,1
time-series prediction,1
시화호/water quality index,1
시계열 예측,1
수질평가지수,1
Photovoltaic power generation forecasting,1
occupant-centric control,1
PSO,1
Gated Recurrent Unit,1
Cloud,1
유한요소해석,1
유기성폐자원,1
병합처리,1
바이오가스,1
혐기성소화,1
Conventional model(기존모델),1
Optimal model(최적모델),1
Integrated system(융복합시스템),1
Air soure heat pump(공기열원 히트펌프),1
Photovoltaic-thermal(태양광열),1
데이터셋,1
특이점,1
순환 적대적 생성 신경망,1
안면 변환,1
안면 교체,1
dataset,1
landmarks,1
cycle generative adversarial network (cycleGAN),1
face translation,1
Face swapping,1
Hyper-parameters,1
Resource Management,1
Workload,1
Long short-term memory,1
Spread Prediction,1
선박-교각 충돌,1
Element Condition Estimation,1
Neural Network Algorithms,1
Chatbot,1
state of charge,1
battery,1
GRU(게이트 순환 유닛),1
Random Forest Regression(랜덤포레스트 회귀),1
Regression(회귀),1
Congestion Prediction(혼잡도 예측),1
recurrent neural networks(순환재귀신경망),1
Lambert guidance(람버트 유도),1
Condition Inspection Data,1
장단기 메모리,1
