keyword,count
Deep Neural Networks,6
Untrimmed Video,3
deep learning,3
Bi-directional LSTM,3
Activity Detection,3
Video Captioning,3
Semantic Feature,3
Attention-Based Caption Generation,3
Convolutional Neural Network,2
Deep Learning,2
Transfer learning,2
Faster R-CNN,1
object detection,1
자율주행,1
Scirtothrips dorsalis Hood,1
lane detection,1
convolutional neural networks,1
transfer learning,1
Machine Learning,1
Malignant Melanoma,1
Computer Aided Diagnosis,1
딥 러닝,1
심층 신경망,1
의미론적 분할,1
embedded board,1
임베디드 보드,1
neural network,1
semantic segmentation,1
autonomous driving,1
합성곱 신경망,1
Malware Classification,1
Visualization,1
Memory Augmented Neural Network,1
pedestrian classification,1
deep-learning,1
automobile driving environment,1
transer learning,1
INRIA database,1
Convolutinal network,1
Super-pixel,1
심층신경망,1
Inception,1
Multi-object tracking,1
Object detection,1
Video Surveillance,1
Transfer Learnin,1
Computer Vision,1
VGGnet,1
Resnet,1
Probabilistic data association filter,1
Convolutional Neual Network,1
Gastroscope,1
ASIC,1
White Blood Cell,1
Classification,1
Segmentation,1
Deep learning,1
영상보안감시,1
Residual Network,1
임베디드 시스템,1
볼록총채벌레,1
객체 탐색,1
Full training,1
Convolutional neural network,1
Histopathological images,1
Breast cancer,1
이미지 분류,1
객체 검출,1
이진화,1
컨벌루션 신경망,1
인공 신경망,1
확률적 데이터 연관 필터,1
심층학습,1
다중 객체 추적,1
빠른 지역기반 객체 탐색,1
