keyword,count
합성곱 신경망,51
딥러닝,27
CNN,25
Deep learning,18
Convolutional Neural Network,17
Deep Learning,17
Convolutional neural network,12
합성곱신경망,9
인공지능,7
convolutional neural network,6
데이터 증강,6
deep learning,6
이미지 분류,5
컴퓨터 비전,5
Convolutional Neural Networks,5
Data augmentation,4
RNN,4
Machine learning,4
전이학습,3
LSTM,3
Graph Convolutional Network,3
Computer Vision,3
머신러닝,3
Image Classification,3
Convolution Neural Network,3
Artificial intelligence,3
.,3
Prediction,3
순환 신경망,3
그래프 합성곱 신경망,3
Machine Learning,3
Transfer learning,2
심층 합성곱 신경망,2
Accuracy,2
Artificial Intelligence,2
정확도,2
트랜스포머,2
Computer vision,2
Fake News,2
gprMax,2
ResNet50,2
단시간 푸리에 변환,2
CNN(합성곱 신경망),2
Strawberry,2
웨이블릿 변환,2
Classification,2
딸기,2
분류,2
SfM,2
TeGCN,2
Convolutional Neural Network(합성곱 신경망),2
Deep Learning(딥러닝),2
장단기 메모리,2
Doc2vec,2
심층학습,2
U-Net,2
합성 곱 신경망,2
Image classification,2
Semantic segmentation,2
SWAT,2
ConvAE,2
CRNN,2
CCTV,2
AWGN,2
예측,2
pix2pix,2
Data Augmentation,2
기계학습,2
BiLSTM,2
자동 채점,2
Traffic Classification,2
Smart factory,2
C-LSTM,2
Pose Estimation,2
PM2.5,2
패턴 분류,1
정형데이터,1
공력설계 최적화(Aerodynamic design optimization),1
Graph Attention Transformer,1
Conditional Random Fields,1
Dependency Information,1
Curriculum Learning,1
adhesive area,1
조건부 무작위장,1
전산유체역학(Computational Fluid Dynamics),1
Event Relation Extraction,1
커리큘럼 러닝,1
상륙작전{Amphibious Operation),1
그래프 어텐션 트랜스포머,1
합성곱 신경망(Convolution Neural Network),1
Conditional U-Net,1
의존 관계 정보,1
사건 관계 추출,1
천음속 유동(Transonic flow),1
Illegal Financial Advertisements,1
Convolutional nerual network,1
GRU,1
Rural,1
중증도 분류(Triage),1
Tabular data,1
합성곱 신경망(Convolutional Neural Network),1
복수 라벨 분류(Multi-label Classification),1
nonlinear transformation,1
접착 면적,1
주파수 응답 함수,1
비선형 변환,1
