keyword,count
합성곱 신경망,65
딥러닝,41
CNN,28
Deep learning,19
Convolutional Neural Network,18
Deep Learning,17
Convolutional neural network,13
인공지능,13
합성곱신경망,13
deep learning,8
데이터 증강,7
Convolutional Neural Networks,6
이미지 분류,6
convolutional neural network,6
머신러닝,5
전이학습,5
Convolutional neural network(합성곱 신경망),5
Convolutional Neural Network(합성곱 신경망),5
Machine learning,5
Convolution Neural Network,5
컴퓨터 비전,5
RNN,4
장단기 메모리,4
Data augmentation,4
Artificial intelligence,4
Graph Convolutional Network,3
CNN(합성곱 신경망),3
트랜스포머,3
객체분할,3
Deep Learning(딥러닝),3
Machine Learning,3
Prediction,3
딥 러닝,3
LSTM,3
.,3
Artificial Intelligence,3
Image Classification,3
Computer Vision,3
합성곱 신경망(Convolutional Neural Network,3
CNN),3
합성곱 신경망(Convolutional Neural Network),3
CNN(합성곱신경망),3
그래프 합성곱 신경망,3
순환 신경망,3
예측,3
Strawberry,2
심층학습,2
합성곱 신경망),2
Accuracy,2
정확도,2
심층 합성곱 신경망,2
Computer vision,2
Pose Estimation,2
Semantic segmentation,2
U-Net,2
용종 분할,2
합성 곱 신경망,2
Data Augmentation,2
Traffic Classification,2
태풍 크기,2
태풍 강도,2
gprMax,2
Convolution Neural Network(합성곱 신경망),2
딸기,2
분류,2
불량 탐지,2
BiLSTM,2
CRNN,2
단시간 푸리에 변환,2
Transfer learning,2
복사 플럭스,2
자료동화,2
분류학습,2
북극,2
웨이블릿 변환,2
TeGCN,2
AWGN,2
노이즈,2
SfM,2
Classification,2
Genetic Algorithm,2
Image classification,2
유전자 알고리즘,2
transfer learning,2
드론,2
Explainable AI,2
Weighing System(부하 측정 시스템),2
ConvAE,2
SWAT,2
기계학습,2
ResNet50,2
AIoT,2
Doc2vec,2
C-LSTM,2
CCTV,2
Chiplet package(칩렛 패키지),2
Multi-objective optimization(다목적 최적화),2
Active learning(능동 학습),2
Reverse Vending Machine(RVM),2
Smart factory,2
RGB,2
Convolution neural network,2
대기질,2
Fake News,2
pix2pix,2
다중분광센서,2
자동 채점,2
PM2.5,2
RGB-D,2
Linear Regression(선형 회귀),2
생체신호,2
벼,2
Molecular Dynamics simulations(분자동역학),1
비선형 변환,1
Polycrystalline graphene(다결정 그래핀),1
주파수 응답 함수,1
레오미터,1
CycleGAN,1
Ground roll attenuation,1
결함탐지/진단(Fault Detection/Diagnosis),1
고해상도(Super-Resolution),1
접착 면적,1
단시간 푸리에 변환(Short Time Fourier Transform),1
MCS 선택,1
송신 안테나 선택,1
nonlinear transformation,1
Multiple antenna,1
Grain boundaries(결정립계),1
영구자석 모터(Permanent Magnet Synchronous Motors),1
진동신호(Vibration Signal),1
adhesive area,1
Sentiment Change Patterns,1
TDD,1
MCS selection,1
감성 변화 패턴,1
가짜뉴스,1
Vehicle Noise(차량 소음),1
Attention(어텐션),1
Classification(분류),1
TAS,1
frequency response function,1
Regression(회귀),1
의존 관계 정보,1
시분할 이중화,1
Gas Chromatography(가스크로마토그래피),1
Deep learning (딥러닝),1
합성곱신경망(CNN),1
장단기메모리(LSTM),1
공력설계 최적화(Aerodynamic design optimization),1
전산유체역학(Computational Fluid Dynamics),1
Hardware-In-the-Loop Simulation(HILS),1
합성곱 신경망(Convolution Neural Network),1
Conditional U-Net,1
천음속 유동(Transonic flow),1
균열 검출(Crack detection),1
다중 안테나,1
Peak Overlap(피크 중첩),1
이진메타표면(binary metasurface),1
대리모델(surrogate model),1
차원축소(dimensionality reduction),1
패턴 분류,1
합성곱신경망(convolutional neural network),1
이상치 진단(Anomaly detection),1
정형데이터,1
Pattern Classification,1
기계학습(ML),1
Time series data(시계열 데이터),1
가우시안 회귀(GPR),1
적합직교분해(POD),1
스마트팩토리,1
사건 관계 추출,1
Tabular data,1
그래프 어텐션 트랜스포머,1
조건부 무작위장,1
커리큘럼 러닝,1
Rheometer,1
LSTM CNN,1
Event Relation Extraction,1
Dependency Information,1
Graph Attention Transformer,1
Conditional Random Fields,1
Smart Factory,1
Curriculum Learning,1
코로나19,1
전산유체역학(CFD),1
Covid-19,1
차수저감 모델(ROM),1
Image encoding(이미지 변환),1
Isomer(이성질체),1
양전자방출단층촬영 (PET,1
탄성왜곡(Elastic distortion),1
관련 동영상,1
거북목 증후군,1
골격,1
사람 포즈,1
RGB카메라,1
Forward head posture syndrome,1
Skeleton,1
Human pose,1
RGB camera,1
가짜뉴스 탐지,1
유튜브,1
YouTube,1
Mobile Device(모바일 기기),1
Related Video,1
엣지 기반 분류,1
적대적 예제 탐지,1
Edge-based Classification,1
Adversarial Example Detection,1
소리 분류,1
기계 학습,1
매미 소리,1
종 동정,1
Depth Estimation(깊이 추정),1
비행시험(Flight Test),1
DRL),1
심층 강화학습(Deep Reinforcement Learning,1
AirSim 시뮬레이터,1
Defect inspection,1
Textile,1
Computer Vision(컴퓨터비전),1
Label Detection(라벨 탐지),1
CNN (합성곱 신경망),1
Crack Localization (크랙 위치 추정),1
Image Classification (이미지 분류),1
grid-type sensor (격자식 센서),1
파이토치(Pytorch),1
인공지능(AI),1
멸종위기종(Endangered Species),1
예술 작품 아티스트 분류,1
미세 조정,1
Artwork Classification,1
Fine-tuning,1
ResNet,1
질소 시비 수준,1
뇌파,1
감정 인식,1
electroencephalography,1
emotion recognition,1
Monocular Camera(단안 카메라),1
수치예보모델,1
데이터 증강(Data augmentation),1
short-time Fourier transform,1
합성곱 신경망 (Convolution neural network),1
직장암 (Rectal cancer),1
순환 적대적 생성 신경망,1
Positron emission tomography),1
YOLO Object Detection(YOLO 객체탐지),1
RVM(Reverse Vending Machine,1
폐기물자동수거장치),1
Recycling Materials(자원재활용),1
베어링 고장 진단,1
Bearing failure diagnosis,1
이미지 분류(image classification),1
최고기온예측,1
전이학습(transfer learning),1
합성곱 신경망(CNN),1
중증도 분류(Triage),1
상륙작전{Amphibious Operation),1
복수 라벨 분류(Multi-label Classification),1
농촌,1
위해시설,1
Rural,1
Convolutional nerual network,1
균열(Crack),1
딥러닝 네트워크 (Deep learning network),1
Image Segmentation,1
Fire Detection,1
이미지 분할,1
편차보정,1
테라헤르츠 시간영역 분광 시스템,1
합성곱 신경망 모델,1
이상 탐지 생성 적대 신경망 모델,1
러닝(Deep learning),1
합성곱 신경망(Convolutional neural network),1
폴리곤 메쉬(Polygon mesh),1
삼각형 메쉬(Triangular mesh),1
3차원 모델링(3D modeling),1
지뢰,1
지표투과레이더,1
모바일넷,1
Landmines,1
GPR,1
MobileNet,1
잉크젯프린팅(Inkjet printing),1
합성곱신경망(Convolutional neural network),1
모바일넷V2(MobileNetV2),1
인쇄전자(Printed electronics),1
적층제조(Additive manufacturing),1
화재 감지,1
그라운드-롤 제거,1
Neural Architecture Search,1
객체 탐지(object detection),1
Tunable Laser Absorption Spectroscopy,1
Colorectal cancer,1
Intelligent Transportation System (지능형 교통 시스템),1
Road User Detection (도로 사용자 검출),1
Road User Position Estimation (도로 사용자 위치 추정),1
Surveillance Camera(감시 카메라),1
Lithium Ion Battery (LIB,1
리튬 이온 배터리),1
Fault diagnosis(고장 진단),1
Time-series data(시계열 데 이터),1
Ensemble Leamging(앙상블 학습),1
Convolution Neural Network(CNN,1
Hyperspectral Imaging,1
Convolutional Neural Network(CNN,1
High-Temperature furnace experiment,1
가변 다이오드 레이저 흡수 분광법,1
초분광 기술,1
고온로 실험,1
Extended Kalman Filter(EKF,1
확장 칼만 필터),1
Interacting Multiple Model(IMM,1
상호 다중 모델),1
Gaussian Process Regression(GMR,1
가우시안 프로세스 회귀),1
Long Short-Term Memory(LSTM,1
Colonoscopy,1
Polyp segmentation,1
Hierarchical exploration(계층적 탐색),1
Genetic algorithm(유전 알고리즘),1
딥러닝 알고리즘,1
Bone plates,1
Defect detection,1
Detection time improvement,1
Parallel convolution neural network,1
골절합용 판,1
탐지 속도 개선,1
병렬 합성곱 신경망,1
cross-project defect prediction,1
active learning,1
bayesian convolutional neural network,1
multi-source training data set,1
교차 프로젝트 결함 예측,1
능동 학습,1
베이지안 합성곱 신경망,1
다중 입력 학습 데이터 구성,1
Vistion Transformer,1
locality inductive,1
self-attention,1
neighborhood network,1
context information,1
Jet impingement array(제트 충돌 어레이),1
Direct liquid cooling(직접 액체 냉각),1
장단기 메모리),1
Automatic Classifier,1
근간격전위측정법,1
Weighter k-NN,1
준지도 학습,1
소,1
유방염,1
오토인코더,1
감자,1
비생물적 스트레스,1
Object Detection,1
Dental Caries,1
Radiographs,1
Acceleration sensor,1
Milling insert,1
Blood Pressure Measurement,1
Convolutional Neural Network(CNN),1
Auscultatory Method,1
Wavelet Transform,1
혈압측정,1
청음법,1
격자형 위성 & 지점 강우,1
강우-유출 해석,1
메콩강,1
GPP,1
Rainfall-Runoff,1
Mekong River,1
Age-related macular degeneration,1
데이터 불균형,1
데이터 부족,1
웨이퍼,1
Big data,1
VGG-16,1
Vision Transformer(ViT),1
토마토,1
생체중,1
잎,1
영상처리,1
전이 학습,1
균열,1
drone,1
crack,1
사과,1
비대 예측,1
수분 스트레스,1
고구마,1
