title,date,keywords,abstract,multilingual_abstract
상이한 아이템에 대한 사용자 선호도 활용 LOCA 접근 방법 연구,2022,"['딥러닝 추천(Deep learning recommendation)', '지역적협업오토인코더(LOCA)', '교차도메인(Cross domain)']",,
