keywords
"#지상 기온, #심층신경망 모델, #LSTM"
"#Deep learning, #Intelligent fault diagnosis, #Machine health Monitoring, #Ball Bearing"
"#장소정보, #어텐션, #딥러닝, #단어 임베딩, #자연어처리, #POI, #Location Information, #Attention, #Deep Learning, #Word Embedding, #Natural Language Processing"
"#Prognostics & Health Management(건전성 예측 및 관리), #Operational Defection Shape(운용 중 변형 형상), #Deep Learning(딥러닝), #Large Radar(대형레이다), #Artificial Intelligence(인공지능), #Fatigue Life(피로 수명)"
"#Loss Function, #Deep Learning, #Artificial Intelligence"
"#딥러닝, #RNN, #LSTM, #무강우지속시간, #IETD, #수위예측"
"#segmentation, #u-net, #GeoAI, #도로 인식"
"#Weakly-Supervised learning, #Deep learning, #Object localization, #VGG19, #ILSVRC"
"#Explainable Deep Learning(설명가능 인공지능), #Fault Detection(고장진단), #Class Activation Map(클래스 엑티베이션 맵)"
""
"#Deep learning, #Crosswalk, #Vehicle speed, #Adaptive alarm"
"#Anomaly detection(이상감지), #Bearing health condition monitoring(베어링 상태 모니터링), #Rotating machinery(회전기기), #One-class SVM(단일 클래스 서포트 벡터 머신), #Convolutional Autoencoder(합성곱 오토인코더), #Generative adversarial network(생성적 적대 신경망), #AnoGAN(아노갠)"
"#Dysphagia(연하곤란, 삼킴장애), #Pathological voice(병적음성), #Convolutional neural network(합성곱 신경망), #Diagnosis(진단), #Short-time Fourier Transfer(단시간 푸리에 변환), #Mel Frequency Cepstral Coefficient(멜 주파수 셉스트랄 상수)"
"#ensemble(앙상블), #rule-based(규칙기반), #deep learning(심층학습), #CNN(합성곱 신경망), #orbit detection(궤도추적)"
"#케이블, #케이블 모니터링, #임베디드 프로세싱, #스마트 센서, #peak-picking"
""
"#Electric Load Forecasting, #LSTM, #One-Hot Encoding, #RNN, #Virtual Power Plant"
""
""
"#Vehicle Tracking, #Parking Violation, #CNTK, #Faster R-CNN, #Backward-Sequence Video"
"#Cross Modal Retrieval, #Social Network Service(SNS), #Text-Image Dataset, #Deep Learning, #Computer Vision"
"#딥러닝, #컨볼루션 신경망, #골절, #다중 레이블, #Deep Learning, #Convolutional Neural Network, #Fracture, #Multi-Label"
"#일정계획, #심층신경망, #납기, #작업준비용, #머신러닝, #Scheduling, #Deep Neural Network, #Due Date, #Setup Cost, #Machine Learning"
"#Credit Rating, #Deep Learning, #Peer-to-peer, #DNN, #Multi-class"
"#bin picking, #pose estimation, #deep learning, #object detection"
"#이동경로, #데이터 마이닝, #딥러닝, #인코딩 방법론, #trajectory, #data mining, #deep learning, #encoding methodology"
""
"#Ear recognition, #Convolutional neural networks, #K-ear database, #Ensemble"
"#Signboard Detection, #Flat Type, #Faster Region-Based Convolutional Neural Network, #Watershed, #K-Means Clustering, #Boundary Area, #간판 인식, #판류형, #Faster R-CNN, #워터쉐드, #K-평균 군집화, #경계 영역"
"#Deep Learning, #Short-Term Load Forecasting, #CNN, #LSTM"
"#autonomous vehicle, #3d-LiDAR, #clustering, #deep learning, #object detection"
""
"#딥러닝, #P2P 소셜대출, #대출 부도, #예측 모델, #이진 분류, #Deep Learning, #P2P Social Lending, #Lending Default, #Prediction Model, #Binary Classification"
""
"#CNN (convolution neural network), #non-uniform steering angle intervals, #autonomous driving, #deep learning"
"#몰입형 가상현실, #보행 상호작용, #딥러닝, #시각장애인, #immersive virtual reality, #walking interaction, #deep learning, #visually impaired people"
"#데이터 증강, #딥러닝, #의료영상, #영역 분할, #Data augmentation, #Deep learning, #Medical image, #Image segmentation"
"#디지털 사이니지(Digital Signage), #스마트 광고 재생(smart advertising display), #딥러닝(deep learning)"
"#edge computing, #machine learning, #deep learning, #video management system, #supervised learning"
"#customized autonomous emergency braking, #deep neural network, #braking propensity"
"#불경, #인공지능, #딥러닝, #인공지능인문학, #디지털인문학, #디지털 불교학, #Buddhist scriptures, #Artificial intelligence, #deep learning, #artificial intelligence, #digital humanities, #digital Buddhism"
"#SAR(합성개구레이더), #Change Detection(변화 탐지), #ACD, #CCD, #Deep Learning(딥러닝)"
"#기계 결함 진단(Machine Fault Diagnosis), #기계 결함 분류(Machine Fault Classification), #딥러닝(Deep Learning)"
"#조업종류 판별(fishery classification), #선박자동식별장치(automatic identification system), #딥러닝(deep learning)"
"#High-resolution Satellite Images, #Change Detection, #Deep Learning, #Transfer Learning, #Fully Convolutional Layer, #Convolutional Long Short Term Memory Layer, #고해상도 위성영상, #변화탐지, #딥러닝, #전이학습, #완전 합성곱 레이어, #합성곱 장단기 메모리 레이어"
"#Granite, #Deep learning, #Crack detection, #Image augmentation, #화강암, #X-ray CT, #딥러닝, #균열추출, #영상 데이터 증대 기술"
""
""
""
""
"#욕설 탐지(abuse detection), #딥러닝(deep learning), #온라인 게임(online game), #콘볼루션 신경망(convolutional neural network)"
""
""
""
""
""
""
"#금융상품 불완전 판매, #딥러닝, #컨볼루션 신경망, #순환 신경망, #misselling of financial products, #deep learning, #CNN, #RNN"
""
"#Machine Learning(기계 학습), #Deep Learning(심층 학습), #Supervised Learning(지도 학습), #Unsupervised Learning(비지도 학습), #영상 처리(Image Processing)"
""
""
"#작업자 위험 행동 분석(Worker’s Risk behavior Analysis), #모비우스플랫폼Mobius Platform), #작업자 모니터링(Worker’s Monitoring)"
"#agricultural price prediction system, #deep learning, #reinforcement learning, #KAMIS"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"#Deep Learning, #Deep Embedding Clustering, #Time Series Data"
"#Brand Image, #Latent demand, #Potential Consumer, #Machine Learning, #Deep Learning, #EEG, #Bran Wave"
""
""
"#Deep Neural Network, #Image Roughness-like, #SN, #SBNUC, #Improved IRLMS"
""
""
"#중소기업 R&D, #기업지원효과, #선정평가, #예측모형, #딥러닝, #SME, #R&D support, #selection model, #prediction, #deep learning"
"#License Plate, #SVM, #Machine Learning, #Deep Learning, #Intelligent Transportation System"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"#Refrigerant charge amount(냉매 충전량), #Artificial neural network(인공신경망), #Deep learning(딥러닝)"
""
""
""
"#Camera identification, #Convolution neural network"
""
""
""
""
""
""
""
""
"#머신러닝, #딥러닝, #트랜잭션 데이터, #Feature Engineering, #자동화된 특성추출"
"#Lip movement, #shape from focus, #artificial neural networks, #noisy environments"
""
""
""
""
""
""
""
""
"#Modeling & Simulation (M&S), #Augmented reality, #Deep learning, #Visual augmentation"
"#의미론적 분할, #건물 탐지, #정사영상, #실감정사영상, #연속수치지형도, #Semantic Segmentation, #Building Detection, #Ortho-images, #True Ortho-images, #Continuous Digital Map"
""
"#Printer identification, #Convolution neural network"
"#Deep learning, #Initial ship hull design, #Numerical analysis, #Resistance estimation"
"#Visual Odomtery, #Monocualr Depth Estimation, #Deep Learning"
"#Deep Learning(딥러닝), #Pneumatic Artificial Muscle(공압형 인공근육), #Recurrent Neural Network(순환신경망), #Hysteresis(히스테리시스)"
""
"#Damage Detection, #Truss Structures, #Limited Sensors, #Deep Learning, #DNN"
"#Scalable HEVC, #CNN, Deep learning, #Super resolution, #Inter-layer prediction"
"#Infrared(적외선), #Deep Learning(심층학습), #Conjugate Heat Transfer Analysis(복합열해석), #Computer Vision(컴퓨터비전), #Synthetic Data Set(합성 데이터셋)"
"#Blind, #Face Recognition, #Image Captioning, #Image segmentation, #DVS"
""
"#Stock Price Patterns, #Deep Learning, #Stock Price, #Convolutional Neural Network, #Data Augmentation"
"#Deep neural network, #Recurrent neural network, #Resistance welding"
"#4th Industrial Revolution, #Deep Learning Algorithm, #Infrastructure, #Smart Information, #4차 산업혁명, #딥러닝 알고리즘, #기반기술, #스마트 정보"
"#retinal imaging, #blood vessel, #deep learning, #segmentation"
"#Deep neural network, #virtual noisy database, #real environment, #denoising, #ideal ratio mask"
"#Deep learning, #Multi-Degradation, #Degradation Classification, #Restoration order, #Restoration"
"#Wind turbine(풍력터빈), #Blade inspection(블레이드 검사), #Artificial Intelligence(인공지능), #Autonomous flight(자율비행), #O&M(유지보수), #Deep learning(딥러닝), #Drone(드론)"
""
"#Korean speech recognition, #end to end deep learning, #Connectionist temporal classification, #Attention, #Bayesian deep learning, #한국어 음성인식, #종단 간 딥러닝, #연결성 시계열 분류기, #주의 기제, #베이즈 딥러닝"
""
""
"#Coil band strap classification, #Deep Learning, #Convolutional Neural Network (CNN), #VGG19"
"#차선이탈 경고시스템, #첨단 운전자 지원 시스템, #딥러닝, #Lane departure warning system, #Advanced driver assistance system, #Deep learning"
""
"#Machine Learning(기계 학습), #Vision Based Control(영상기반 제어), #Unmanned Aerial Vehicle(무인 비행체), #Convolutional Neural Network (합성곱 신경망)"
"#Pedestrian detection, #2D LiDAR, #Camera, #Deep learning, #MLP, #Decision level fusion"
"#Extrinsic calibration, #Monocular camera, #Deep learning"
""
"#건설용 리프트, #딥러닝, #강화학습, #초고층 건축공사, #무인리프트, #Construction Lift, #Deep Learning, #Reinforcement Learning, #High-rise Building Construction, #Automated Construction Lift"
"#Object Detection, #Autonomous Driving"
"#Batch Normalization, #Model Parameter, #CNN, #EMNIST, #Fashion MNIST"
"#NOx(질소 산화물), #Deep learning(딥러닝), #Genetic algorithm(유전 알고리즘), #Response SuerfaceMethodology(반응표면법)"
"#Deep Learning(딥러닝), #Roll Angle Estimator(롤 각 추정기), #Active Suspension(능동현가장치), #Roll Angle(롤각), #Model-Based Estimator(모델기반추정기)"
""
"#Deep learning, #Defect inspection, #Machine learning"
"#Two-part Epoxy, #Polymeric Material, #Permittivity, #Impedance, #Deep Learning"
""
"#Multimodal, #gesture recognition, #alert system, #late fusion"
""
"#GMAW, #Back Bead, #Deep learning, #Time-Frequency analysis method, #Short Time Fourier Transform"
"#Nutrition, #Intelligent, #AI, #Animal"
"#위성자료, #적외채널, #딥러닝, #CNN"
""
"#Deep learning, #Bird repellent system, #Pattern recognition"
""
""
""
"#AlexNet, #Fire detection, #normal, #smoke, #flame"
""
"#딥러닝, #공간객체추출, #정확도"
""
""
""
""
"#Deep Learning, #Electrochemical machining, #Hole machining, #Electrode gap, #Applied Current"
"#Multicopter(멀티콥터), #Deep Learning(딥러닝), #Deep Neural Network(심층 신경망)"
"#Leap Motion, #Deep Learning, #VR, #Gesture Recognition"
"#end-to-end learning, #E2E, #CNN, #Deep Learning Network, #Autonomous Driving Robot, #AI-NVIDIA-RoboEX"
"#Image data processing, #Data Analytic, #Deep Learning"
"#Object Detection (객체 감지), #Deep Learning (딥러닝), #Lunar Surface (달 표면), #Vision-based Navigation (영상 기반 항법)"
"#태양광드론, #딥러닝, #모니터링, #객체탐지, #산불, #이상징후, #장기체공"
"#딥러닝, #전송파워조절, #무선통신시스템, #최적화, #검증, #Deep learning, #Transmit power control, #Wireless communication systems, #Optimization, #Verification"
"#Milling machining, #Machine tools, #Vibration signal, #CNN, #Chatter diagnosis, #DCT"
"#노상주차, #딥러닝, #구글 가로 이미지, #객체 탐색, #합성곱신경망, #Street Parking, #Deep Learning, #Google Street View Image, #Object Detection, #Convolutional Neural Network"
""
""
""
""
"#위성 영상, #딥러닝, #미세먼지, #시공간 해상도 향상"
""
"#딥러닝, #합성곱 신경망, #Mask R-CNN, #학습 데이터"
"#딥러닝, #합성곱 신경망, #SegNet, #의미적 분할"
"#딥러닝, #Label 데이터, #수치지도 ver. 2.0, #건물 모델링"
"#embedded system, #deep learning structure, #resource occupancy rate, #flame detection time, #flame detection rate"
"#engine oil, #deep learning, #pre-ignition pattern"
""
""
""
"#Tramper, #LSTM, #BDI, #Prediction, #Additional Variables"
"#사용자 행동 인식, #그룹 상호작용, #스마트폰 물리 센서, #컨볼루션 신경망, #장단기 기억 순환 신경망, #human activity recognition, #group interaction, #smartphone multimodal sensors, #convolutional neural network, #long short-term memory recurrent network"
""
""
"#딥러닝(Deep Learning), #수평면 전일사량(Total horizontal irradiance), #산란일사(Diffuse irradiance)"
""
""
"#Pill Classification, #Object Detection, #Deep Learning, #Artificial Intelligent, #Hospital"
""
""
""
""
""
""
""
""
""
"#딥러닝, #합성곱 신경망, #원격탐사, #토지피복, #deep learning, #Convolutional neural network, #remote sensing, #land cover"
""
"#항생제 내성, #딥러닝, #뉴럴 임베딩 모델, #행렬 분해, #전자의무기록, #Antibiotic Resistance, #Deep Learning, #Neural Embedding Model, #Matrix Factorization, #Electronic Health Records"
"#Deeplearning, #Behavior pattern, #GAN, #RNN, #Customized for user, #딥러닝, #행동 패턴, #순환신경망, #적대적 생성 모델, #사용자 맞춤형"
"#자산분배, #딥러닝, #오토인코더, #ETF, #Portfolio, #Deep Learning, #Autoencoder"
"#딥러닝, #Stale Synchronous Parallel(SSP), #학습 진전율(LPR), #동적 threshold, #대규모 학습 모델, #Deep learning, #Learning progress ratio(LPR), #Dynamic threshold, #Large-scale learning model"
"#딥러닝, #변수중요도, #기술분석, #선형회귀분석, #인공지능, #특허데이터, #Deep learning, #Variable importance, #Technology analysis, #Linear regression analysis, #Artificial intelligence, #Patent data"
"#딥러닝 모델 설계, #딥러닝 모델 시각화, #딥러닝 모델 재사용, #빈발 패턴 마이닝, #부분 시퀀스 마이닝, #Deep Learning Model Design, #Deep Learning Model visualization, #Deep Learning Model Reuse, #Frequent Pattern Mining"
"#Deep learning, #Motor fault diagnosis, #CNN, #Data analysis, #Induction motor, #FFT, #Frequency domain"
"#CNN, #Deep Learning, #Embedded System, #MNN, #Morphology, #VLSI"
"#Hand gesture of grasping, #sEMG sensor, #CNN, #active prosthetics, #robot hands"
"#Human-Robot Interaction, #Video To Audio Description, #Video Captioning, #Speech Synthesis, #Text To Speech"
"#GAN, #FinTech, #Deep Learning, #Imbalance Data, #DNN"
"#태양광 발전량 예측, #Deep Learning, #Machine Learning, #시계열 분석, #계절형 ARIMA Model, #Photovoltaic Power Prediction, #Time Series Analysis, #Seasonal ARIMA Model"
"#Adversarial attack, #MNIST, #deep learning, #security, #autoencoder, #convolution neural network"
"#Object Detection, #Object Recognition, #Deep Learning, #Line Detection, #Hough Transform, #Perspective-Transform, #Pose Estimation"
"#Deep Learning, #Vehicle Detection, #Fisheye Lens Cameras, #Convolutional Neural Network"
"#딥러닝, #폰트, #cycleGAN"
""
"#Robotics, #Visuomotor Policy, #Reinforcement Learning, #Guided Policy Search, #Baxter Research Robot"
"#Deep Learning, #Data Augmentation, #Object Detection, #Underwater Sonar Image"
""
"#감정 상태 판단, #표정 인식, #Convolutional neural network, #neural networks, #Emotional state estimation, #Facial Expression Recognition, #Convolutional neural network, #Recurrent neural network"
"#딥러닝, #소프트맥스, #음악장르구분, #CNN, #RNN, #Deep learning, #Music Classification, #Softmax"
"#딥러닝, #장기종속시계열, #deep learning, #FARIMA, #FIVARMA, #long range dependent, #LSTM, #VARFIMA"
"#손동작 인식, #ToF, #딥러닝, #ResNet, #홀로렌즈"
""
""
""
"#Sound source location(소음원 위치), #Location estimation(위치추정), #Deep learning(딥러닝)"
"#deep learning(딥러닝), #sound source(소음원)"
"#Artificial neural network(인공신경망), #Time series analysis(시계열 분석), #Rotating machinery(회전기기), #Prognosis(예지), #Short-time Fourier transforms(단시간 푸리에 변환), #System health(시스템 건전성), #Convolutional neural network(합성곱 신경망), #Recurrent neural network(재귀 신경망)"
""
"#Machine Vibration, #Deep Learning, #Image Classification"
""
"#케이블, #케이블 모니터링, #임베디드 프로세싱, #스마트 센서, #peak-picking"
"#영상생성 딥러닝 네트워크 (Generative adversarial network, GAN), #조영증강 CT (contrast enhanced computed tomography), #히스토그램 균일화 (histogram equalization)"
"#얼굴, #정치 분석, #정당, #Convolutional Neural Network, #Deep Neural Network, #기계학습"
"#Drone detection and classification, #Deep learning, #Convolution neural network, #YOLOv2"
"#딥러닝(Deep Learning), #영상인식(Image Recognition)"
""
"#Neural network(신경망), #Deep learning(딥러닝), #Electricity consumption(전기 수요), #Occupancy information(재실 정보)"
"#드론(Drone), #균열(Crack), #영상인식(Image Recognition), #딥러닝(Deep Learning)"
"#Rain Streak Removal, #Unsupervised Learning, #Convolutional Neural Networks, #Siamese Network"
""
""
""
"#드론(Drone), #딥러닝(Deep Learning), #객체 탐지(Object Detectioni), #셀카(Self-Camera)"
""
""
"#딥러닝, #Neural Network, #DNN"
"#추천시스템, #인공지능, #딥러닝"
"#미세먼지, #딥러닝, #시계열 예측, #ConvGRU, #Locally-connected layer"
"#딥러닝, #모바일 플랫폼, #일반의약품 인식, #컴퓨터비전"
"#딥러닝, #군집화, #오토인코더, #deep embedding clustering"
"#내부자 위협, #딥러닝, #이상 탐지, #Autoencoder, #CERT 데이터세트"
"#딥러닝, #식품검사시스템, #검출률"
"#딥러닝, #Deep Learning Model"
"#기후변화, #국가온실가스인벤토리, #LULUCF, #토지이용변화, #매트릭스, #국가산림자원조사, #원격탐사, #GIS, #빅데이터, #딥러닝"
"#특허 문헌 분류, #기계학습, #딥러닝, #분산표현"
"#NOAA/AVHRR, #딥러닝, #구름 탐지, #해수면온도, #정확도 검증"
""
""
""
""
""
""
"#딥러닝, #펀드 수익률 예측, #LSTM, #MLP"
"#딥러닝, #사용자 인식, #키워드 인식, #전처리 지연, #데이터 입력 파이프라인"
""
""
""
""
""
""
""
"#자율주행자동차, #차선 추종 시스템, #서라운드뷰, #딥러닝"
"#딥러닝, #인공지능, #RNN, #LSTM, #수요예측"
"#음향 이벤트 분류, #딥러닝, #질감 분석, #잡음 견고성, #음향 신호 생성"
""
""
""
""
""
"#수화(Sign Language), #한국수화언어, #한국수화, #한국수어, #딥러닝, #통역, #한국수화언어 통역 시스템, #수화 통역, #객체 인식"
"#AI 딥러닝(AI Deep Learning), #롤 각 추정기(Roll Angle Estimator), #퍼지제어기(Fuzzy Controller), #반능동 현가 장치(Semi-Active Suspension), #C형 스프링(Curved Spring)"
"#딥러닝, #CNN, #품사정보"
"#로봇 팔(Robot Arm), #객체 검출(object detection), #객체 집기(Object Picking)"
""
"#GNSS, #딥러닝, #자율주행 자동차"
"#딥러닝, #신호등 인식, #칼라 영상 생성, #카메라 센서, #라이다 센서"
"#딥러닝, #빅데이터, #텍스트 마이닝, #텍스트 분류"
"#Deep learning, #plant diseases, #pests, #recognition, #glocal description, #localization, #딥러닝, #식물질병, #해충, #인식, #글로컬 기술, #현지화"
"#Deep learning, #plant diseases, #pests, #recognition, #glocal description, #localization, #딥러닝, #식물질병, #해충, #인식, #글로컬 기술, #현지화"
"#텍스트 검출, #텍스트 인식, #딥러닝, #가우시안 분포"
"#작업자 행동(Worker’s behavior), #작업자안전관리(Worker’s Safety Management), #작업자 안전벨트(worker’s safety belt)"
